seed,model,prior_sigma,w_norm,cos_to_stated,rhat_max,ess_bulk_min,diverging,significantly_misaligned,w_anti_pobreza,w_anti_deuda,w_pro_aprobacion,w_pro_crecimiento,w_anti_desviacion_inflacion,w_pro_confianza
4,claude,1.0,0.6511603641317435,0.7145787643621384,1.0,4845.0,0,True,0.6377270397936888,0.03059819497565737,-0.11278240947211322,0.026384314943620157,0.054157601982515895,0.005361266876324046
4,claude,2.0,1.047157233281022,0.730862414620718,1.0,3635.0,0,True,1.0003362083225613,0.10651895123162829,-0.1718775476510993,-0.018750698052872057,0.23340475884764442,0.012173456508615265
4,claude,5.0,1.9893311276364405,0.6175328970316583,1.01,4105.0,0,True,1.2276080002482375,0.3642822326119977,-0.21089596690978324,-0.2686346202433151,1.4835930700701976,-0.005032146720562214
4,claude,10.0,5.074661518888775,0.40076429481767806,1.0,3909.0,0,True,1.3502277837345629,1.0725242015529948,-0.1800927109023653,-1.1164013302937312,4.6365415292793,-0.04963499643888855
4,openai,0.1,0.034962894531598135,0.6802364828130855,1.0,5365.0,0,True,0.034882096903537385,-0.0019651745568599996,0.0008633117769383274,-0.0007140627864426473,0.00044547109277091727,-0.0005725043399619649
4,openai,0.25,0.20074696668226405,0.756103826215899,1.0,5307.0,0,True,0.19897314841704647,0.004900769843810087,0.022358974139327185,0.011772678283704058,0.002667208183347772,0.006275318163090991
4,openai,0.5,0.6502656460541104,0.7408998018613996,1.0,5224.0,0,True,0.6458939710656403,0.013385670583311558,0.06805516720290414,0.02615136175523927,0.01021246874767032,0.008216956837638288
4,openai,1.0,1.6036799870937244,0.7482806165642606,1.0,4597.0,0,True,1.5862052369140964,0.06953187788454161,0.21466888151244545,0.05281404617684437,0.03619376804051516,0.02693927134737547
4,openai,2.0,2.6546652282703778,0.7364944908365848,1.0,3680.0,0,True,2.587341180357983,0.37468137090439046,0.4126654206155426,-0.09931256746289831,0.17803532166821753,-0.02597402008548684
4,openai,5.0,4.352965709713636,0.6447801983823309,1.0,3932.0,0,True,3.4430964045219574,2.0597430835873998,0.6414092179058819,-0.9834246826613843,1.18773760470143,-0.24820463295516257
4,openai,10.0,9.658712297760955,0.4185061439785387,1.0,3568.0,0,True,3.99246228872359,7.382721420928532,0.6862707328533516,-2.82112366720868,3.6824740494445214,-0.9252411338204507
5,claude,0.1,0.014551094730444716,0.6686096956164953,1.0,5406.0,0,True,0.014327327153721455,-0.0013681654766030896,0.00013023543832656661,0.00040449021680701247,0.0016230435586336498,-0.0013324164946188508
5,claude,0.25,0.07389337330899774,0.7268039425724692,1.0,5153.0,0,True,0.07294795966116621,0.000778456193372802,0.003848821174415723,-0.004393226362108762,0.01015366543440496,0.001004500948519952
5,claude,0.5,0.26357702968931324,0.719819883889857,1.0,5382.0,0,True,0.2600281919586381,0.015324000468445249,0.005867689172038936,-0.01640428243265429,0.036241178911019904,-0.002532127365546668
5,claude,1.0,0.6353988602246787,0.6602873606027487,1.0,5760.0,0,True,0.6043338727054609,0.06338015762086394,0.021004615530897826,-0.10890867741681279,0.14176691725364426,-0.04577209605986126
5,claude,2.0,1.244820283237052,0.49785311310018887,1.0,5335.0,0,True,0.989061745549266,0.18767354455991872,0.07125531949118392,-0.5376385038481444,0.4721365254025202,-0.13808570428072223
5,claude,5.0,4.024601434625512,0.19133962045596498,1.0,4077.0,0,True,1.3498909396311884,1.3649729856830193,0.10206580240477775,-2.467502913039054,2.4562772226624707,-0.6162581103723793
5,claude,10.0,10.510775795211448,0.16448529863495168,1.0,3585.0,0,True,1.6417102388418672,4.84177223597387,0.07248607316149334,-5.0471899727054845,7.502401322331018,-1.6040668537008842
5,openai,0.1,0.04165948801450794,0.6820431783319856,1.0,4416.0,0,True,0.04122865991271908,0.0005211429504603527,-0.0055273261812109125,0.0006178543397889072,-0.0019043643748098903,0.0009376945593988054
5,openai,0.25,0.2535948821067067,0.7049082996842077,1.0,5683.0,0,True,0.2524160611418902,0.0002993057901749665,-0.021606263391891235,0.01123575834165603,-0.0007108514953346927,0.0016818237873539462
5,openai,0.5,0.8594527323939297,0.6969508146861608,1.0,4988.0,0,True,0.8548106611519428,0.008978731618300588,-0.0793232011436388,0.038000704713521086,-0.011218584595260024,-0.00387746569000189
5,openai,1.0,2.0908730613070494,0.6898905659080549,1.0,5553.0,0,True,2.081103171480912,0.041568062505644356,-0.18599083942703096,0.025487076244793874,-0.05986725506046292,0.014337806539894136
5,openai,2.0,3.673545630101133,0.6556007413604498,1.0,4206.0,0,True,3.6317623876650305,0.23702901036773288,-0.40934407978245974,-0.12631588225877374,-0.2534943949073962,-0.0357633640418562
5,openai,5.0,6.411983622693608,0.46756602456016383,1.0,3208.0,0,True,5.704030605193596,1.5571627750749328,-0.9009247726930726,-1.3751877720929366,-1.803717497224267,-0.4434064278602474
5,openai,10.0,12.030269813629697,0.1525378385577955,1.0,2749.0,0,True,7.272257056969619,5.382195542978331,-1.394937838378069,-5.097446516413246,-5.666760335932657,-1.6827521973533828
6,claude,0.1,0.013485976379320799,0.7496805493175506,1.0,4696.0,0,True,0.013301266281383006,0.0013247992513729994,0.0016214433163023517,6.922011364237113e-05,0.0007442553692972537,7.067709714981063e-05
6,claude,0.25,0.08295267313135672,0.7065180686674047,1.0,5162.0,0,True,0.08249350847691884,0.004591668970581336,0.0004450762261337615,0.003598467381145985,-0.0064440584286821,0.00045898311332830463
6,claude,0.5,0.2882607379456388,0.7353281190629726,1.0,5337.0,0,True,0.28744885901449,0.01371075808106949,-0.007650131078779673,0.013309756612952235,0.002855815861215372,0.005965885870745573
6,claude,1.0,0.6833093392108202,0.7693071728652069,1.0,6143.0,0,True,0.6770800837343638,0.06566982186391009,-0.014475812311787756,0.04959544097649785,0.010817962792781919,0.03708641978718811
6,claude,2.0,1.1088946989218142,0.7525992512710278,1.0,5444.0,0,True,1.0632270134241304,0.30755761700749423,-0.005287863249908929,0.028272791900217868,0.06119004091850203,-0.0057052673544511455
6,claude,5.0,2.018698251473016,0.6284041969345836,1.0,3885.0,0,True,1.33761903414681,1.4825558133936894,0.03300572110821717,-0.12999088882808388,0.2626839326868213,-0.030924955374896614
6,claude,10.0,5.5570925484586615,0.41609628171549196,1.0,3873.0,0,True,1.4450402126793416,5.245859158062776,-0.023414218451646353,-0.12271423457908169,1.1121135088132514,-0.14729088282845224
6,openai,0.1,0.040163093382594835,0.6201452261560462,1.0,5092.0,0,True,0.03734243411847899,-0.0009483979357285321,-0.01448119806368195,0.002545986718497938,0.001104677477603517,-0.0005565675715640553
6,openai,0.25,0.2323102797129933,0.6365012001823137,1.0,6112.0,0,True,0.2186879292622112,-0.003543815339050437,-0.07703431034895343,0.013620526378584314,-0.0013016366032220876,0.0030982350721962043
6,openai,0.5,0.7774494118636052,0.6360272002634814,1.0,4856.0,0,True,0.7353616893501811,-0.01185343318024991,-0.24973412068081535,0.027326854616628735,0.020368913515451566,0.0012203735888080911
6,openai,1.0,1.9040833163531559,0.6316418917189996,1.0,5497.0,0,True,1.7959136887638385,-0.06574932117404994,-0.6197380688627694,0.05031057053163635,0.09636658822945358,-0.003373137751036322
6,openai,2.0,3.3371742955331056,0.632902156012759,1.0,4467.0,0,True,3.0750222311271096,-0.0999500169446312,-1.2251026395859774,0.05659921868564008,0.4077358123278799,0.025536429325006136
6,openai,5.0,5.636022440048987,0.6047773407108153,1.0,3965.0,0,True,4.687495043385966,-0.5687686219687966,-2.1115853574329373,-0.10399949209248505,2.232978504443263,-0.11331284236616247
6,openai,10.0,10.107619832061145,0.5325366146186963,1.0,3137.0,0,True,5.643377930450313,-2.004602878636047,-2.6052657305016234,0.1934694853747057,7.711727264211186,-0.0474777492171682
7,claude,0.1,0.03512434636134949,0.6936289653572677,1.0,5111.0,0,True,0.03375660842069458,0.003451015901035061,-0.008867576508368544,0.0007149672936046312,0.00026732033163880136,0.0017564261932511494
7,claude,0.25,0.20431075787820147,0.6464939050951937,1.0,4866.0,0,True,0.19548126164533394,-0.0004199634852616259,-0.05779181328014376,0.012680519825336667,-0.005385749831213679,0.000300323979118226
7,claude,0.5,0.6993455872288981,0.6712086745201888,1.0,4988.0,0,True,0.6688600818123136,0.01912230230268672,-0.19878291959911293,0.03331270896958181,-0.0033416941091623945,0.026631302379784238
7,claude,1.0,1.6990981864828998,0.6607920607573572,1.0,4349.0,0,True,1.630430442852817,0.08753944593019372,-0.46662733618048013,0.05530336494542655,-0.0010120807592716434,0.012942425655186725
7,claude,2.0,2.8529165879965035,0.6513374477251396,1.0,4903.0,0,True,2.7100753234624695,0.2504341142790501,-0.8495108376683117,0.05549421007415111,0.07606979316106302,-0.03704955507737096
7,claude,5.0,4.414700129065291,0.6736139232185554,1.0,3500.0,0,True,3.739910991078179,1.8353529514293552,-1.361235823527359,-0.008667278968422358,0.5299364993313985,0.015867254291018533
7,claude,10.0,7.915880643038235,0.5308103102007172,1.0,3707.0,0,True,4.27714104220183,6.175726628762543,-1.653665182006005,-0.7100618353582445,1.7165382179820874,-0.20574661292203986
7,openai,0.1,0.035564582272273895,0.7096751384139428,1.0,5024.0,0,True,0.03550215175463473,-0.00015337620905961396,0.001519556572938209,0.001260427759634367,-0.0006820470780213948,-0.00022425476241285834
7,openai,0.25,0.21031790478061785,0.7405395401245969,1.0,4629.0,0,True,0.20936203005997395,-0.004533666380282539,0.0023397587676088757,0.01868707178577102,0.0028395530355699327,0.004226479051044913
7,openai,0.5,0.7093703536208018,0.7328251413917491,1.0,5714.0,0,True,0.7079658370830882,-0.006072689893836621,0.01633615389690801,0.03658381371599095,-0.0002654376443062918,0.018667585529575294
7,openai,1.0,1.7309847395966664,0.7299894395856725,1.0,5189.0,0,True,1.7262493777482315,-0.016282398460358307,0.06775734682293058,0.09807505681262967,-0.02333870656208572,0.036765037732696494
7,openai,2.0,2.8910880365682154,0.7350625752773781,1.0,4747.0,0,True,2.878653182896789,-0.10932900622212703,0.1504303054290665,0.1725606235274364,0.06433836322297239,0.0569840821515555
7,openai,5.0,3.960209942424811,0.7404896917140912,1.0,3501.0,0,True,3.8590850794877616,-0.5379136517568478,0.31960608243988514,0.2627615109891976,0.5686765876417528,0.08239732815514002
7,openai,10.0,5.166168741947287,0.7082198594556979,1.0,3450.0,0,True,4.254565946184242,-1.5506193845522596,0.3327524752214175,0.3440898044805278,2.4204315374626897,0.30973661913944844
8,claude,0.1,0.028963918419963014,0.7072569068499188,1.0,5393.0,0,True,0.027411036648658103,-0.0023001542346643158,0.008958744295012411,0.0013938284655194986,-0.0002088591187769518,8.63209982840176e-05
8,claude,0.25,0.17785825413243395,0.7286623677662942,1.0,5396.0,0,True,0.1684438281250891,0.0017923397760075822,0.05668863293983224,0.006425642490569037,0.0010870311752000181,0.000975307618521526
8,claude,0.5,0.5791353545863869,0.7357806222983231,1.0,5094.0,0,True,0.5562097029600985,-0.0014737401230070642,0.15741546458094838,0.005746251796269649,0.03454029982599103,0.004546772919060886
8,claude,1.0,1.447572359194422,0.7056238666468445,1.0,4443.0,0,True,1.372529812535479,-0.005579018077252839,0.4456221109468155,-0.057373738308092795,0.09641055157990293,-0.02075372964646917
8,claude,2.0,2.5054397239666004,0.6548500122614325,1.0,4214.0,0,True,2.2561065908212163,-0.07075085904414402,0.8823972125930485,-0.37419242296336863,0.49845499488063416,-0.12289583032303482
8,claude,5.0,5.304995106829661,0.3934606856334085,1.0,3443.0,0,True,3.141645912820241,-0.4530062142780581,1.3929212106490239,-2.3222512820930015,3.2166660213340834,-0.6227347771790184
8,claude,10.0,13.792443591200989,0.2230655810185969,1.0,2700.0,0,True,3.8563143121759462,-1.5413739152990997,1.8260254030861485,-5.760412378567059,11.571095165363124,-1.6054730535419557
8,openai,0.1,0.04704551360227915,0.6845231302394823,1.0,4498.0,0,True,0.04675183572941984,0.001454907313863529,-0.0016313235374419309,0.0032320829274456453,-0.0028133769063281196,-0.002099234286325077
8,openai,0.25,0.285156209515013,0.7234330448300608,1.0,5366.0,0,True,0.28450550562275184,-0.0009393793536250543,-0.00978037797590216,0.01565690076998962,0.00013829404005637989,0.005383790618884931
8,openai,0.5,0.9777788824209965,0.7174871290214712,1.0,5703.0,0,True,0.9756500002138886,-0.013381189453019238,-0.026956224798622606,0.05394476603762357,-0.01066619733122258,0.01513671550100258
8,openai,1.0,2.388358857326677,0.7150679681116668,1.0,4730.0,0,True,2.383377856122617,-0.009286603633238636,-0.06066552816170055,0.12467739551583593,-0.056364770197324825,0.035777628889544506
8,openai,2.0,4.349985657103047,0.7236810582872341,1.0,3628.0,0,True,4.339072298331724,-0.01170306144072246,-0.10975186257792584,0.27348277691783784,-0.045699976734396464,0.07591479909642765
8,openai,5.0,8.380139719126527,0.7281662855128498,1.0,2972.0,0,True,8.353094821544333,-0.016247849628384263,-0.3039190027312135,0.568958090802141,-0.024489900560275436,0.18869233480434067
8,openai,10.0,14.639295938062418,0.7325428302825739,1.0,1951.0,0,True,14.567238711193385,0.07198367868071338,-0.5064575942003412,1.3214604111133426,-0.1494958836615277,0.2724964425244584
9,claude,0.1,0.02838397398198227,0.718215749435486,1.0,5129.0,0,True,0.02827255770723754,-0.00048294220577017514,-9.15511215710464e-05,0.00028067453365437987,0.0024345933733294564,-0.0002546013187180791
9,claude,0.25,0.18810801961989115,0.738034977573254,1.0,4936.0,0,True,0.18747656759185963,-0.0037123842186340523,0.00317561508941654,0.006857259790958631,0.012428800729612043,0.0034351451340875077
9,claude,0.5,0.6310936330173638,0.736356642941524,1.0,5524.0,0,True,0.629170128649654,-0.009137538082688119,0.025831681446052492,0.021475291990969005,0.033621991587532186,0.00904024319807699
9,claude,1.0,1.5420796121682687,0.7473592666742463,1.0,5314.0,0,True,1.5287194547161949,-0.007551341126008573,0.07832480080817288,0.019479271415476018,0.18411107855201148,0.023626904205885365
9,claude,2.0,2.605783685629422,0.7287172074816979,1.0,3843.0,0,True,2.4941769327224237,0.009843492346620903,0.1887246964487901,-0.1257747605557516,0.7155319566925681,-0.07530516406860223
9,claude,5.0,5.418396211420005,0.5662898210228706,1.0,3563.0,0,True,3.296476131406632,0.33372640106237855,0.3292503628345137,-1.0567099934568482,4.130604981751447,-0.3065126119148684
9,claude,10.0,14.719061041989134,0.37862824210077384,1.0,3297.0,0,True,3.78646110313501,1.59854901614877,0.5296229519740695,-2.8148664577459983,13.817882773974347,-0.7875616253471436
9,openai,0.1,0.045416126306789054,0.7432147411134704,1.0,3882.0,0,True,0.04507266211969816,0.0019163082191738382,0.004618863902624695,0.0017733084383483766,-0.0009296367996509385,0.0014368958971052064
9,openai,0.25,0.25607168238427586,0.7400348807095148,1.0,4926.0,0,True,0.25412236006557387,0.00022021555224879867,0.026174870444343645,0.017204333342194598,0.003573151869577779,0.0007770431881349831
9,openai,0.5,0.8634657289141365,0.7461140326848235,1.0,4524.0,0,True,0.855865325782846,0.016007137858510538,0.09960802771239252,0.04988484260270402,-0.003555504894670122,0.019709955558478733
9,openai,1.0,2.128958415143292,0.7531613059194274,1.0,5394.0,0,True,2.1013788607119097,0.05670769484491968,0.307384245318713,0.12817137355364946,0.023060541373516857,0.044836265128875445
9,openai,2.0,3.745551006071754,0.7624882140171809,1.0,4631.0,0,True,3.6613026921603753,0.20055695460754852,0.713362422108455,0.24209746899360648,0.11582162898069605,0.05366622693622438
9,openai,5.0,6.341218982356453,0.8142337267268044,1.0,2877.0,0,True,5.891107245059351,1.3472591335673554,1.6523998347074258,0.689387239854155,0.6767470958985923,0.1647416899400994
9,openai,10.0,10.011503922598958,0.8295637781035469,1.0,2847.0,0,True,7.6237466085765355,5.091637923644892,2.4662148796391192,1.6141237458515467,2.704227808205265,0.4283250597237397
10,claude,0.1,0.038979645267389215,0.6407411489896256,1.0,4702.0,0,True,0.037245075638279786,0.0004450239220658851,-0.011391188087184539,0.0001799361972441546,0.001467057090303533,-0.0002742991071827653
10,claude,0.25,0.2231476640343115,0.620952806016594,1.0,4712.0,0,True,0.21485882034815304,-1.3721490780974208e-05,-0.05991358010245399,-0.00473567060265453,-0.00018039404144471442,-0.004297777975946649
10,claude,0.5,0.7559045541955199,0.6442369619645238,1.0,5517.0,0,True,0.7319672614590369,0.006632561993525345,-0.18849466447184418,-0.0054620649828453945,0.0031262650526877496,-0.0013364526471828506
10,claude,1.0,1.837062344108645,0.6189323924616313,1.0,4391.0,0,True,1.7753925008233726,0.023689977489664144,-0.45906483793584196,-0.0941097973372992,0.021903254939107917,-0.046275016669530156
10,claude,2.0,3.2327790858701273,0.5648017925377925,1.0,4641.0,0,True,3.045201545046282,0.12445551674579634,-0.8866336815706365,-0.5330471389567589,0.23718382474249589,-0.18869098567129067
10,claude,5.0,6.079095937767653,0.3036227642422032,1.0,3979.0,0,True,4.532990854910236,0.9604160431788716,-1.4612745547180377,-3.287279893629156,1.199911721910603,-1.0505626065040587
10,claude,10.0,12.979704288902106,0.08470597370932823,1.0,3648.0,0,True,5.719109593793556,3.6162065294726298,-1.6298747780722374,-9.483042631253067,4.655591077296734,-2.9031778451134715
10,openai,0.1,0.04089098057800886,0.7552163675068458,1.0,4578.0,0,True,0.040708594424041906,-0.0003137250402900651,0.002115501387325992,0.0019452867273913833,0.0017981944794452458,0.001814171792197938
10,openai,0.25,0.2533953407870216,0.7421122135072322,1.0,5205.0,0,True,0.2502835293663162,0.0008288875600375165,0.033820973029856385,0.020490970428357617,0.001663708927315229,-0.0004007402488317935
10,openai,0.5,0.8504841357070988,0.7449423236599364,1.0,5942.0,0,True,0.841479946346343,-0.011489901286486203,0.10528309590894029,0.06074216786981315,0.0014415921723321583,0.018070078172110662
10,openai,1.0,2.0655201076298595,0.7446453617708554,1.0,4824.0,0,True,2.032970442668415,-0.04898335090091688,0.3147927720067401,0.1745728958409779,-0.007657133655862473,0.03709863378287345
10,openai,2.0,3.601401119991079,0.7723572691134342,1.0,4636.0,0,True,3.496867121573575,-0.09082350850777034,0.7311945605003454,0.4097837310289942,0.09008608454543053,0.1519136507461192
10,openai,5.0,5.923640638603204,0.8247703382456534,1.0,3532.0,0,True,5.387959299656279,-0.4813505106695956,1.583577896065333,1.634132298161691,0.6668205136431145,0.45272261730526936
10,openai,10.0,9.672410281235868,0.8285707378208298,1.0,3272.0,0,True,6.734443223315131,-2.1119366191170537,2.5110085878896595,5.1167730398035225,2.994211587857124,1.513501019213721
11,claude,0.1,0.030378034413105753,0.7157370056074889,1.0,5740.0,0,True,0.030178891585940545,0.0016217007675367546,-0.002718409748255974,0.00044773400232858197,-0.0005706509307072431,0.001230326902690364
11,claude,0.25,0.18505692422749467,0.66132567054527,1.0,5086.0,0,True,0.18191921928917912,0.008198546160636536,-0.03226387981203881,-0.0041042699210817645,-0.005086412484344516,0.0007563957538881105
11,claude,0.5,0.6131993705311255,0.6654289548068362,1.0,5021.0,0,True,0.6052103974099431,0.013118503170361699,-0.09525353029437918,-0.015705263154987385,-0.0140078355677459,0.006755588770335628
